name;country;male;female;unisex
Abaz;Albania;True;False;False
Abdulla;Albania;True;False;False
Abdyl;Albania;True;False;False
Abedin;Albania;True;False;False
Ada;Albania;False;True;False
Adela;Albania;False;True;False
Adelina;Albania;False;True;False
Adem;Albania;True;False;False
Admir;Albania;True;False;False
Adrian;Albania;True;False;False
Adriana;Albania;False;True;False
Adriatik;Albania;True;False;False
Afrim;Albania;True;False;False
Agim;Albania;True;False;False
Agim;Albania;True;False;False
Agim;Albania;True;False;False
Agim;Albania;True;False;False
Agron;Albania;True;False;False
Agron;Albania;True;False;False
Ahmet;Albania;True;False;False
Aida;Albania;False;True;False
Aida;Albania;False;True;False
Ajet;Albania;True;False;False
Alba;Albania;False;True;False
Alban;Albania;True;False;False
Albana;Albania;False;True;False
Albana;Albania;False;True;False
Albana;Albania;False;True;False
Albana;Albania;False;True;False
Albert;Albania;True;False;False
Albert;Albania;True;False;False
Albi;Albania;True;False;False
Albina;Albania;False;True;False
Alda;Albania;False;True;False
Aleko;Albania;True;False;False
Aleks;Albania;True;False;False
Aleksander;Albania;True;False;False
Aleksandra;Albania;False;True;False
Alfred;Albania;True;False;False
Alfred;Albania;True;False;False
Ali;Albania;True;False;False
Ali;Albania;True;False;False
Alket;Albania;True;False;False
Alketa;Albania;False;True;False
Alma;Albania;False;True;False
Alma;Albania;False;True;False
Alma;Albania;False;True;False
Alma;Albania;False;True;False
Altin;Albania;True;False;False
Altin;Albania;True;False;False
Alush;Albania;True;False;False
Amarildo;Albania;True;False;False
Ana;Albania;False;True;False
Anastas;Albania;True;False;False
Andi;Albania;True;False;False
Andon;Albania;True;False;False
Andrea;Albania;False;True;False
Andrea;Albania;False;True;False
Anesti;Albania;True;False;False
Anila;Albania;False;True;False
Anila;Albania;False;True;False
Anila;Albania;False;True;False
Anila;Albania;False;True;False
Anisa;Albania;False;True;False
Anita;Albania;False;True;False
Anjeza;Albania;False;True;False
Anton;Albania;True;False;False
Antoneta;Albania;False;True;False
Apostol;Albania;True;False;False
Aqif;Albania;True;False;False
Arben;Albania;True;False;False
Arben;Albania;True;False;False
Arben;Albania;True;False;False
Arben;Albania;True;False;False
Arber;Albania;True;False;False
Ardian;Albania;True;False;False
Ardian;Albania;True;False;False
Ardiana;Albania;False;True;False
Ardit;Albania;True;False;False
Ardita;Albania;False;True;False
Arian;Albania;True;False;False
Arif;Albania;True;False;False
Ariola;Albania;False;True;False
Arjan;Albania;True;False;False
Arjan;Albania;True;False;False
Arjana;Albania;False;True;False
Arjola;Albania;False;True;False
Arlind;Albania;True;False;False
Arlinda;Albania;False;True;False
Armand;Albania;True;False;False
Armanda;Albania;False;True;False
Armando;Albania;True;False;False
Arqile;Albania;False;True;False
Arta;Albania;False;True;False
Artan;Albania;True;False;False
Artan;Albania;True;False;False
Artur;Albania;True;False;False
Artur;Albania;True;False;False
Asllan;Albania;True;False;False
Asqeri;Albania;True;False;False
Astrit;Albania;True;False;False
Astrit;Albania;True;False;False
Athina;Albania;False;True;False
Aurel;Albania;True;False;False
Aurela;Albania;False;True;False
Aurora;Albania;False;True;False
Avni;Albania;True;False;False
Azem;Albania;True;False;False
Baftjar;Albania;True;False;False
Bajram;Albania;True;False;False
Bardha;Albania;False;True;False
Bardhok;Albania;True;False;False
Bardhyl;Albania;True;False;False
Bashkim;Albania;True;False;False
Bashkim;Albania;True;False;False
Bedri;Albania;True;False;False
Behar;Albania;True;False;False
Bekim;Albania;True;False;False
Beqir;Albania;True;False;False
Besar;Albania;True;False;False
Besim;Albania;True;False;False
Besjana;Albania;False;True;False
Besmir;Albania;True;False;False
Besmira;Albania;False;True;False
Besnik;Albania;True;False;False
Besnik;Albania;True;False;False
Bexhet;Albania;True;False;False
Bledar;Albania;True;False;False
Blendi;Albania;True;False;False
Blerim;Albania;True;False;False
Blerina;Albania;False;True;False
Blerina;Albania;False;True;False
Blerta;Albania;False;True;False
Brikena;Albania;False;True;False
Brunilda;Albania;False;True;False
Brunilda;Albania;False;True;False
Bujar;Albania;True;False;False
Bujar;Albania;True;False;False
Bukurie;Albania;False;True;False
Burbuqe;Albania;False;True;False
Burhan;Albania;True;False;False
Dalip;Albania;True;False;False
Daniel;Albania;True;False;False
Daniela;Albania;False;True;False
Danjela;Albania;False;True;False
Dashamir;Albania;True;False;False
Dashnor;Albania;True;False;False
Daut;Albania;True;False;False
Demir;Albania;True;False;False
Denada;Albania;False;True;False
Denis;Albania;True;False;False
Denisa;Albania;False;True;False
Dhimiter;Albania;True;False;False
Dhimitraq;Albania;True;False;False
Dhori;Albania;True;False;False
Dhurata;Albania;False;True;False
Dhurata;Albania;False;True;False
Diana;Albania;False;True;False
Diana;Albania;False;True;False
Dilaver;Albania;True;False;False
Dode;Albania;True;False;False
Donald;Albania;True;False;False
Donika;Albania;False;True;False
Donika;Albania;False;True;False
Dorian;Albania;True;False;False
Dorina;Albania;False;True;False
Dorina;Albania;False;True;False
Dorjan;Albania;True;False;False
Drita;Albania;False;True;False
Drita;Albania;False;True;False
Drita;Albania;False;True;False
Drita;Albania;False;True;False
Dritan;Albania;True;False;False
Dritan;Albania;True;False;False
Durim;Albania;True;False;False
Dylbere;Albania;False;True;False
Edison;Albania;True;False;False
Edlira;Albania;False;True;False
Edlira;Albania;False;True;False
Edmond;Albania;True;False;False
Edmond;Albania;True;False;False
Edmond;Albania;True;False;False
Edmond;Albania;True;False;False
Eduard;Albania;True;False;False
Eduart;Albania;True;False;False
Eglantina;Albania;False;True;False
Ejup;Albania;True;False;False
Elda;Albania;False;True;False
Elena;Albania;False;True;False
Eleni;Albania;False;True;False
Eliana;Albania;False;True;False
Elida;Albania;False;True;False
Elida;Albania;False;True;False
Elira;Albania;False;True;False
Elis;Albania;True;False;False
Elisabeta;Albania;False;True;False
Eljon;Albania;True;False;False
Elmaz;Albania;True;False;False
Elona;Albania;False;True;False
Elona;Albania;False;True;False
Elsa;Albania;False;True;False
Elton;Albania;True;False;False
Elton;Albania;True;False;False
Elvana;Albania;False;True;False
Elvira;Albania;False;True;False
Elvis;Albania;True;False;False
Emanuela;Albania;False;True;False
Emil;Albania;True;False;False
Emin;Albania;True;False;False
Emine;Albania;False;True;False
Endri;Albania;True;False;False
Endrit;Albania;True;False;False
Enea;Albania;False;True;False
Eneida;Albania;False;True;False
Engjell;Albania;True;False;False
Engjellushe;Albania;False;True;False
Engjellushe;Albania;False;True;False
Enkeleda;Albania;False;True;False
Enkelejda;Albania;False;True;False
Entela;Albania;False;True;False
Enver;Albania;True;False;False
Enver;Albania;True;False;False
Eqerem;Albania;True;False;False
Erald;Albania;True;False;False
Eralda;Albania;False;True;False
Eranda;Albania;False;True;False
Ergys;Albania;True;False;False
Erinda;Albania;False;True;False
Eriola;Albania;False;True;False
Erion;Albania;True;False;False
Eris;Albania;True;False;False
Eriselda;Albania;False;True;False
Erjola;Albania;False;True;False
Erjon;Albania;True;False;False
Erjona;Albania;False;True;False
Ermal;Albania;True;False;False
Ermelinda;Albania;False;True;False
Ermir;Albania;True;False;False
Ermira;Albania;False;True;False
Ermira;Albania;False;True;False
Ervehe;Albania;False;True;False
Ervin;Albania;True;False;False
Ervin;Albania;True;False;False
Ervis;Albania;True;False;False
Esat;Albania;True;False;False
Esma;Albania;False;True;False
Esmeralda;Albania;False;True;False
Ethem;Albania;True;False;False
Etleva;Albania;False;True;False
Etleva;Albania;False;True;False
Eva;Albania;False;True;False
Evis;Albania;True;False;False
Fabiola;Albania;False;True;False
Fadil;Albania;True;False;False
Faik;Albania;True;False;False
Farie;Albania;False;True;False
Farudin;Albania;True;False;False
Faruk;Albania;True;False;False
Fatbardha;Albania;False;True;False
Fatbardha;Albania;False;True;False
Fation;Albania;True;False;False
Fatjon;Albania;True;False;False
Fatjona;Albania;False;True;False
Fatmir;Albania;True;False;False
Fatmir;Albania;True;False;False
Fatmir;Albania;True;False;False
Fatmir;Albania;True;False;False
Fatmira;Albania;False;True;False
Fatmira;Albania;False;True;False
Fatos;Albania;True;False;False
Fejzi;Albania;True;False;False
Fejzo;Albania;True;False;False
Ferdinand;Albania;True;False;False
Ferdinant;Albania;True;False;False
Feride;Albania;False;True;False
Ferit;Albania;True;False;False
File;Albania;False;True;False
Filip;Albania;True;False;False
Filloreta;Albania;False;True;False
Fiqirete;Albania;False;True;False
Fiqiri;Albania;True;False;False
Fisnik;Albania;True;False;False
Fitim;Albania;True;False;False
Flamur;Albania;True;False;False
Flora;Albania;False;True;False
Flora;Albania;False;True;False
Florenc;Albania;True;False;False
Florian;Albania;True;False;False
Florinda;Albania;False;True;False
Flutura;Albania;False;True;False
Fran;Albania;True;False;False
Frederik;Albania;True;False;False
Fredi;Albania;True;False;False
Frida;Albania;False;True;False
Fuat;Albania;True;False;False
Gafur;Albania;True;False;False
Gani;Albania;True;False;False
Gazmend;Albania;True;False;False
Genc;Albania;True;False;False
Genci;Albania;True;False;False
Gent;Albania;True;False;False
Genti;Albania;True;False;False
Gentian;Albania;True;False;False
Gentiana;Albania;False;True;False
Gentjan;Albania;True;False;False
Gerta;Albania;False;True;False
Gerti;Albania;True;False;False
Gjergj;Albania;True;False;False
Gjergji;Albania;True;False;False
Gjergji;Albania;True;False;False
Gjin;Albania;True;False;False
Gjinovefa;Albania;False;True;False
Gjon;Albania;True;False;False
Gjovalin;Albania;True;False;False
Gramoz;Albania;True;False;False
Greta;Albania;False;True;False
Guri;Albania;False;True;False
Hajdar;Albania;True;False;False
Hajredin;Albania;True;False;False
Hajri;Albania;False;True;False
Hajri;Albania;False;True;False
Hajrie;Albania;False;True;False
Haki;Albania;True;False;False
Halil;Albania;True;False;False
Halim;Albania;True;False;False
Halit;Albania;True;False;False
Hamdi;Albania;True;False;False
Hamit;Albania;True;False;False
Hasan;Albania;True;False;False
Hatixhe;Albania;False;True;False
Haxhi;Albania;True;False;False
Hektor;Albania;True;False;False
Hekuran;Albania;True;False;False
Helidon;Albania;True;False;False
Hilmi;Albania;True;False;False
Hiqmet;Albania;True;False;False
Hysen;Albania;True;False;False
Hysni;Albania;True;False;False
Ibrahim;Albania;True;False;False
Idajet;Albania;True;False;False
Idriz;Albania;True;False;False
Ikbale;Albania;False;True;False
Ilda;Albania;False;True;False
Ilia;Albania;True;False;False
Ilir;Albania;True;False;False
Ilir;Albania;True;False;False
Ilir;Albania;True;False;False
Ilir;Albania;True;False;False
Ilira;Albania;False;True;False
Ilirjan;Albania;True;False;False
Ilirjana;Albania;False;True;False
Iljaz;Albania;True;False;False
Ilmi;Albania;True;False;False
Ilo;Albania;True;False;False
Ina;Albania;False;True;False
Indrit;Albania;True;False;False
Irakli;Albania;True;False;False
Irena;Albania;False;True;False
Irena;Albania;False;True;False
Irfan;Albania;True;False;False
Irida;Albania;False;True;False
Iris;Albania;False;True;False
Irma;Albania;False;True;False
Isa;Albania;True;False;False
Islam;Albania;True;False;False
Ismail;Albania;True;False;False
Ismet;Albania;True;False;False
Isuf;Albania;True;False;False
Izet;Albania;True;False;False
Jakup;Albania;True;False;False
Jani;Albania;True;False;False
Jashar;Albania;True;False;False
Jeta;Albania;False;True;False
Jetmir;Albania;True;False;False
Jetmira;Albania;False;True;False
Jeton;Albania;True;False;False
Jolanda;Albania;False;True;False
Jonida;Albania;False;True;False
Jonida;Albania;False;True;False
Jonuz;Albania;True;False;False
Jorgaq;Albania;True;False;False
Jorgji;Albania;True;False;False
Jorgo;Albania;True;False;False
Jorida;Albania;False;True;False
Josif;Albania;True;False;False
Julian;Albania;True;False;False
Juliana;Albania;False;True;False
Julinda;Albania;False;True;False
Kadri;Albania;True;False;False
Kamber;Albania;True;False;False
Kasem;Albania;True;False;False
Kastriot;Albania;True;False;False
Keti;Albania;False;True;False
Kleanthi;Albania;False;True;False
Klodeta;Albania;False;True;False
Klodian;Albania;True;False;False
Klodiana;Albania;False;True;False
Klodjan;Albania;True;False;False
Koco;Albania;True;False;False
Kosta;Albania;True;False;False
Kostandin;Albania;True;False;False
Kostaq;Albania;True;False;False
Kozeta;Albania;False;True;False
Kozeta;Albania;False;True;False
Kozma;Albania;True;False;False
Krenar;Albania;True;False;False
Kreshnik;Albania;True;False;False
Kristaq;Albania;True;False;False
Kristina;Albania;False;True;False
Kristo;Albania;True;False;False
Kudret;Albania;True;False;False
Kujtim;Albania;True;False;False
Kujtim;Albania;True;False;False
Latif;Albania;True;False;False
Laura;Albania;False;True;False
Laureta;Albania;False;True;False
Lavdie;Albania;False;True;False
Ledia;Albania;False;True;False
Lefter;Albania;True;False;False
Lejla;Albania;False;True;False
Leonard;Albania;True;False;False
Leonidha;Albania;False;True;False
Leonora;Albania;False;True;False
Lida;Albania;False;True;False
Lili;Albania;False;True;False
Liljana;Albania;False;True;False
Liljana;Albania;False;True;False
Lindita;Albania;False;True;False
Lindita;Albania;False;True;False
Lindita;Albania;False;True;False
Lindita;Albania;False;True;False
Liri;Albania;False;True;False
Lirie;Albania;False;True;False
Lirije;Albania;False;True;False
Lirim;Albania;True;False;False
Llambi;Albania;True;False;False
Llazar;Albania;True;False;False
Lorena;Albania;False;True;False
Lorenc;Albania;True;False;False
Loreta;Albania;False;True;False
Luan;Albania;True;False;False
Luan;Albania;True;False;False
Ludmilla;Albania;False;True;False
Luiza;Albania;False;True;False
Luljeta;Albania;False;True;False
Luljeta;Albania;False;True;False
Luljeta;Albania;False;True;False
Luljeta;Albania;False;True;False
Lulzim;Albania;True;False;False
Lumturi;Albania;False;True;False
Lumturi;Albania;False;True;False
Lutfi;Albania;True;False;False
Mahmut;Albania;True;False;False
Majlinda;Albania;False;True;False
Majlinda;Albania;False;True;False
Majlinda;Albania;False;True;False
Majlinda;Albania;False;True;False
Maksim;Albania;True;False;False
Maliq;Albania;True;False;False
Malvina;Albania;False;True;False
Manjola;Albania;False;True;False
Manuela;Albania;False;True;False
Margarita;Albania;False;True;False
Mariana;Albania;False;True;False
Marika;Albania;False;True;False
Marinela;Albania;False;True;False
Marjana;Albania;False;True;False
Marjeta;Albania;False;True;False
Marjeta;Albania;False;True;False
Mark;Albania;True;False;False
Marsela;Albania;False;True;False
Marsida;Albania;False;True;False
Martin;Albania;True;False;False
Matilda;Albania;False;True;False
Mehdi;Albania;True;False;False
Mehmet;Albania;True;False;False
Meliha;Albania;False;True;False
Mentor;Albania;True;False;False
Meri;Albania;False;True;False
Merita;Albania;False;True;False
Merita;Albania;False;True;False
Merita;Albania;False;True;False
Merita;Albania;False;True;False
Mersin;Albania;True;False;False
Mevlan;Albania;True;False;False
Migena;Albania;False;True;False
Mihal;Albania;True;False;False
Mikel;Albania;True;False;False
Mimoza;Albania;False;True;False
Mimoza;Albania;False;True;False
Mimoza;Albania;False;True;False
Mimoza;Albania;False;True;False
Mimoza;Albania;False;True;False
Mimoza;Albania;False;True;False
Mimoza;Albania;False;True;False
Mimoza;Albania;False;True;False
Mina;Albania;False;True;False
Mine;Albania;False;True;False
Minella;Albania;False;True;False
Mira;Albania;False;True;False
Miranda;Albania;False;True;False
Miranda;Albania;False;True;False
Mirela;Albania;False;True;False
Mirela;Albania;False;True;False
Mirjana;Albania;False;True;False
Mirlinda;Albania;False;True;False
Monika;Albania;False;True;False
Muhamet;Albania;True;False;False
Muharrem;Albania;True;False;False
Mukades;Albania;False;True;False
Murat;Albania;True;False;False
Musa;Albania;True;False;False
Mustafa;Albania;True;False;False
Myfit;Albania;True;False;False
Myftar;Albania;True;False;False
Myzafer;Albania;True;False;False
Myzejen;Albania;True;False;False
Nadire;Albania;False;True;False
Naile;Albania;False;True;False
Naim;Albania;True;False;False
Naime;Albania;False;True;False
Namik;Albania;True;False;False
Nasi;Albania;False;True;False
Natasha;Albania;False;True;False
Natasha;Albania;False;True;False
Nazif;Albania;True;False;False
Nazmi;Albania;True;False;False
Ndue;Albania;True;False;False
Neritan;Albania;True;False;False
Nertil;Albania;True;False;False
Nertila;Albania;False;True;False
Nertila;Albania;False;True;False
Nesti;Albania;True;False;False
Nevila;Albania;False;True;False
Nevruz;Albania;True;False;False
Nexhat;Albania;True;False;False
Nezir;Albania;True;False;False
Niko;Albania;True;False;False
Nikolin;Albania;True;False;False
Nikoll;Albania;True;False;False
Nikolla;Albania;True;False;False
Nikollaq;Albania;True;False;False
Njazi;Albania;True;False;False
Novruz;Albania;True;False;False
Nuri;Albania;True;False;False
Odeta;Albania;False;True;False
Olsi;Albania;True;False;False
Olta;Albania;False;True;False
Oltion;Albania;True;False;False
Orges;Albania;True;False;False
Ornela;Albania;False;True;False
Osman;Albania;True;False;False
Pajtim;Albania;True;False;False
Pal;Albania;True;False;False
Panajot;Albania;True;False;False
Pandeli;Albania;True;False;False
Pandi;Albania;True;False;False
Perikli;Albania;True;False;False
Petraq;Albania;True;False;False
Petrika;Albania;False;True;False
Petrit;Albania;True;False;False
Petrit;Albania;True;False;False
Petrit;Albania;True;False;False
Petrit;Albania;True;False;False
Piro;Albania;True;False;False
Pirro;Albania;True;False;False
Pjeter;Albania;True;False;False
Pranvera;Albania;False;True;False
Pranvera;Albania;False;True;False
Qamil;Albania;True;False;False
Qani;Albania;True;False;False
Qazim;Albania;True;False;False
Qemal;Albania;True;False;False
Qerim;Albania;True;False;False
Qirjako;Albania;True;False;False
Rahman;Albania;True;False;False
Raimonda;Albania;False;True;False
Rajmonda;Albania;False;True;False
Rakip;Albania;True;False;False
Ramadan;Albania;True;False;False
Ramazan;Albania;True;False;False
Ramiz;Albania;True;False;False
Rasim;Albania;True;False;False
Redi;Albania;True;False;False
Refat;Albania;True;False;False
Renato;Albania;True;False;False
Reshat;Albania;True;False;False
Reshit;Albania;True;False;False
Resmi;Albania;True;False;False
Rexhep;Albania;True;False;False
Rezart;Albania;True;False;False
Rezarta;Albania;False;True;False
Rifat;Albania;True;False;False
Rita;Albania;False;True;False
Riza;Albania;True;False;False
Robert;Albania;True;False;False
Robert;Albania;True;False;False
Roland;Albania;True;False;False
Roland;Albania;True;False;False
Romeo;Albania;True;False;False
Rovena;Albania;False;True;False
Rozeta;Albania;False;True;False
Rozina;Albania;False;True;False
Rudina;Albania;False;True;False
Ruzhdi;Albania;True;False;False
Sabina;Albania;False;True;False
Sabri;Albania;True;False;False
Sadik;Albania;True;False;False
Safet;Albania;True;False;False
Saimir;Albania;True;False;False
Sajmir;Albania;True;False;False
Sali;Albania;True;False;False
Sami;Albania;True;False;False
Sefedin;Albania;True;False;False
Sefer;Albania;True;False;False
Seit;Albania;True;False;False
Selami;Albania;True;False;False
Selaudin;Albania;True;False;False
Selim;Albania;True;False;False
Selman;Albania;True;False;False
Semiha;Albania;False;True;False
Servet;Albania;True;False;False
Shaban;Albania;True;False;False
Shaqir;Albania;True;False;False
Shefki;Albania;True;False;False
Shefqet;Albania;True;False;False
Sherif;Albania;True;False;False
Shpresa;Albania;False;True;False
Shpresa;Albania;False;True;False
Shqipe;Albania;False;True;False
Shyqyri;Albania;True;False;False
Silvana;Albania;False;True;False
Silvana;Albania;False;True;False
Simon;Albania;True;False;False
Sofie;Albania;False;True;False
Sokol;Albania;True;False;False
Sokol;Albania;True;False;False
Sokrat;Albania;True;False;False
Sonila;Albania;False;True;False
Sotir;Albania;True;False;False
Sotiraq;Albania;True;False;False
Spartak;Albania;True;False;False
Spiro;Albania;True;False;False
Stavri;Albania;True;False;False
Stefan;Albania;True;False;False
Stela;Albania;False;True;False
Suada;Albania;False;True;False
Suela;Albania;False;True;False
Sulejman;Albania;True;False;False
Suzana;Albania;False;True;False
Suzana;Albania;False;True;False
Syrja;Albania;False;True;False
Tahir;Albania;True;False;False
Tajar;Albania;True;False;False
Tatjana;Albania;False;True;False
Taulant;Albania;True;False;False
Tefik;Albania;True;False;False
Tefta;Albania;False;True;False
Teuta;Albania;False;True;False
Teuta;Albania;False;True;False
Thanas;Albania;True;False;False
Thoma;Albania;True;False;False
Tomor;Albania;True;False;False
Tomorr;Albania;True;False;False
Tonin;Albania;True;False;False
Valbona;Albania;False;True;False
Valbona;Albania;False;True;False
Valentina;Albania;False;True;False
Valentina;Albania;False;True;False
Valentina;Albania;False;True;False
Valentina;Albania;False;True;False
Valter;Albania;True;False;False
Vangjel;Albania;True;False;False
Vasil;Albania;True;False;False
Vasil;Albania;True;False;False
Vasilika;Albania;False;True;False
Vasillaq;Albania;True;False;False
Vaske;Albania;False;True;False
Veli;Albania;True;False;False
Vera;Albania;False;True;False
Viktor;Albania;True;False;False
Vilma;Albania;False;True;False
Vilson;Albania;True;False;False
Violeta;Albania;False;True;False
Violeta;Albania;False;True;False
Violeta;Albania;False;True;False
Violeta;Albania;False;True;False
Viron;Albania;True;False;False
Vjollca;Albania;False;True;False
Vjollca;Albania;False;True;False
Vjollca;Albania;False;True;False
Vjollca;Albania;False;True;False
Vladimir;Albania;True;False;False
Vladimir;Albania;True;False;False
Vlash;Albania;True;False;False
Vojsava;Albania;False;True;False
Xhafer;Albania;True;False;False
Xhaferr;Albania;True;False;False
Xhavit;Albania;True;False;False
Xhelal;Albania;True;False;False
Xhemal;Albania;True;False;False
Xhevahir;Albania;True;False;False
Xhevahire;Albania;False;True;False
Xhevat;Albania;True;False;False
Xhevdet;Albania;True;False;False
Xhuljeta;Albania;False;True;False
Ylber;Albania;True;False;False
Ylli;Albania;True;False;False
Ylli;Albania;True;False;False
Yllka;Albania;False;True;False
Ymer;Albania;True;False;False
Zamir;Albania;True;False;False
Zamira;Albania;False;True;False
Zana;Albania;False;True;False
Zef;Albania;True;False;False
Zenel;Albania;True;False;False
Zenepe;Albania;False;True;False
Zhaneta;Albania;False;True;False
Zhuljeta;Albania;False;True;False
Zija;Albania;True;False;False
Abbas;Algeria;True;False;False
Abbas;Algeria;True;False;False
Abdal;Algeria;True;False;False
Abdalla;Algeria;True;False;False
Abdallah;Algeria;True;False;False
Abdel;Algeria;True;False;False
Abdelilah;Algeria;True;False;False
Abdellah;Algeria;True;False;False
Abdo;Algeria;True;False;False
Abdou;Algeria;True;False;False
Abdoul;Algeria;True;False;False
Abdu;Algeria;True;False;False
Abdul;Algeria;True;False;False
Abdul;Algeria;True;False;False
Abdul;Algeria;True;False;False
Abdul;Algeria;True;False;False
Abdulla;Algeria;True;False;False
Abdullah;Algeria;True;False;False
Abdullah;Algeria;True;False;False
Abed;Algeria;True;False;False
Abeer;Algeria;False;True;False
Abid;Algeria;True;False;False
Abir;Algeria;False;True;False
Abla;Algeria;False;True;False
Adel;Algeria;True;False;False
Adil;Algeria;True;False;False
Adnan;Algeria;True;False;False
Adnan;Algeria;True;False;False
Ahmad;Algeria;True;False;False
Ahmad;Algeria;True;False;False
Ahmad;Algeria;True;False;False
Ahmad;Algeria;True;False;False
Ahmad;Algeria;True;False;False
Ahmad;Algeria;True;False;False
Ahmad;Algeria;True;False;False
Ahmad;Algeria;True;False;False
Ahmed;Algeria;True;False;False
Ahmed;Algeria;True;False;False
Ahmed;Algeria;True;False;False
Ahmed;Algeria;True;False;False
Ahmed;Algeria;True;False;False
Ahmed;Algeria;True;False;False
Ahmed;Algeria;True;False;False
Ahmed;Algeria;True;False;False
Aicha;Algeria;False;True;False
Aida;Algeria;False;True;False
Aiman;Algeria;True;False;False
Aischa;Algeria;False;True;False
Aisha;Algeria;False;True;False
Akbar;Algeria;True;False;False
Akram;Algeria;True;False;False
Alaa;Algeria;False;False;True
Ali;Algeria;True;False;False
Ali;Algeria;True;False;False
Ali;Algeria;True;False;False
Ali;Algeria;True;False;False
Ali;Algeria;True;False;False
Ali;Algeria;True;False;False
Ali;Algeria;True;False;False
Ali;Algeria;True;False;False
Alia;Algeria;False;True;False
Altaf;Algeria;False;False;True
Aly;Algeria;True;False;False
Amal;Algeria;False;False;True
Amal;Algeria;False;False;True
Amar;Algeria;True;False;False
Ameen;Algeria;True;False;False
Ameer;Algeria;True;False;False
Amer;Algeria;True;False;False
Amin;Algeria;True;False;False
Amina;Algeria;False;True;False
Aminah;Algeria;False;True;False
Amir;Algeria;True;False;False
Amira;Algeria;False;True;False
Ammar;Algeria;True;False;False
Anis;Algeria;True;False;False
Anjum;Algeria;False;True;False
Anwar;Algeria;True;False;False
Arash;Algeria;True;False;False
Arif;Algeria;True;False;False
Asad;Algeria;True;False;False
Asghar;Algeria;True;False;False
Ashraf;Algeria;False;False;True
Asifa;Algeria;False;True;False
Asma;Algeria;False;True;False
Asmaa;Algeria;False;True;False
Assad;Algeria;True;False;False
Assma;Algeria;False;True;False
Assmaa;Algeria;False;True;False
Ayman;Algeria;True;False;False
Azar;Algeria;False;True;False
Aziz;Algeria;True;False;False
Aziza;Algeria;False;True;False
Azra;Algeria;False;True;False
Badia;Algeria;False;True;False
Bahjat;Algeria;False;True;False
Bahram;Algeria;True;False;False
Bajan;Algeria;False;True;False
Basel;Algeria;True;False;False
Basem;Algeria;True;False;False
Bashar;Algeria;True;False;False
Bashir;Algeria;True;False;False
Basil;Algeria;True;False;False
Basim;Algeria;True;False;False
Bassam;Algeria;True;False;False
Bassam;Algeria;True;False;False
Bassel;Algeria;True;False;False
Bassem;Algeria;True;False;False
Bassim;Algeria;True;False;False
Bayan;Algeria;False;True;False
Begum;Algeria;False;True;False
Behrouz;Algeria;True;False;False
Behruz;Algeria;True;False;False
Belal;Algeria;True;False;False
Bibi;Algeria;False;True;False
Bilal;Algeria;True;False;False
Boushra;Algeria;False;True;False
Bushra;Algeria;False;True;False
Dalal;Algeria;False;False;True
Dalia;Algeria;False;True;False
Daliah;Algeria;False;True;False
Dana;Algeria;False;True;False
Dilshad;Algeria;False;True;False
Dima;Algeria;False;False;True
Dina;Algeria;False;True;False
Djamila;Algeria;False;True;False
Dunja;Algeria;False;True;False
Ebrahim;Algeria;True;False;False
Emad;Algeria;True;False;False
Essam;Algeria;True;False;False
Fadel;Algeria;True;False;False
Fadhel;Algeria;True;False;False
Fadi;Algeria;True;False;False
Fadi;Algeria;True;False;False
Fadwa;Algeria;False;True;False
Fady;Algeria;True;False;False
Fahd;Algeria;True;False;False
Faisal;Algeria;True;False;False
Farah;Algeria;False;True;False
Farahnaz;Algeria;False;True;False
Faranaz;Algeria;False;True;False
Fares;Algeria;True;False;False
Farhad;Algeria;True;False;False
Farid;Algeria;True;False;False
Farida;Algeria;False;True;False
Faris;Algeria;True;False;False
Farouk;Algeria;True;False;False
Faruk;Algeria;True;False;False
Fatema;Algeria;False;True;False
Fatemeh;Algeria;False;True;False
Fatemeh;Algeria;False;True;False
Faten;Algeria;False;True;False
Fatima;Algeria;False;True;False
Fatima;Algeria;False;True;False
Fatima;Algeria;False;True;False
Fatima;Algeria;False;True;False
Fatima;Algeria;False;True;False
Fatima;Algeria;False;True;False
Fatima;Algeria;False;True;False
Fatima;Algeria;False;True;False
Fatimah;Algeria;False;True;False
Fatma;Algeria;False;True;False
Fatme;Algeria;False;True;False
Fatmeh;Algeria;False;True;False
Fawaz;Algeria;True;False;False
Fawzi;Algeria;True;False;False
Fayez;Algeria;True;False;False
Faysal;Algeria;True;False;False
Firas;Algeria;True;False;False
Fouad;Algeria;True;False;False
Fuad;Algeria;True;False;False
Fuad;Algeria;True;False;False
Ghada;Algeria;False;True;False
Ghassan;Algeria;True;False;False
Ghassan;Algeria;True;False;False
Ghazi;Algeria;True;False;False
Ghida;Algeria;False;True;False
Ghina;Algeria;False;True;False
Gholam;Algeria;True;False;False
Ghulam;Algeria;True;False;False
Habib;Algeria;True;False;False
Hadi;Algeria;True;False;False
Hady;Algeria;True;False;False
Haidar;Algeria;True;False;False
Haider;Algeria;True;False;False
Haifa;Algeria;False;True;False
Haifaa;Algeria;False;True;False
Haitham;Algeria;True;False;False
Hala;Algeria;False;True;False
Halima;Algeria;False;True;False
Hamed;Algeria;True;False;False
Hameed;Algeria;True;False;False
Hamid;Algeria;True;False;False
Hana;Algeria;False;True;False
Hanadi;Algeria;False;True;False
Hanan;Algeria;False;True;False
